food_id,food_name,alt_names,meal_type,category,calories,protein,carbs,fat,portion,source,has_pork,has_beef,has_chicken,has_seafood,has_fish,has_shellfish,has_egg,has_dairy,has_nuts,has_gluten,has_soy,is_vegetarian,is_vegan,is_high_protein,is_low_carb,is_low_fat,is_diabetic_friendly,dietary_tags
S056,Helmet,Grilled chicken head,snack,Meat & Poultry,120,10,1,8,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,chicken
S057,Proven,Chicken proventriculus,snack,Meat & Poultry,100,12,2,5,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,chicken
S058,Ginataang Mais,Corn in coconut milk,snack,Sweets & Desserts,220,4,38,7,1 serving,Philippine Food Database,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,no,vegetarian|no-meat
S059,Mais con Yelo,Corn with milk and ice,snack,Sweets & Desserts,280,6,52,6,1 serving,Philippine Food Database,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,vegetarian|no-meat
S060,Sago Gulaman,Pearl and jelly drink,snack,Sweets & Desserts,180,1,45,0,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,vegan|vegetarian|no-meat
S061,Buko Juice,Young coconut juice,snack,Beverages,60,1,12,1,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S062,Ice Candy,Frozen flavored ice,snack,Sweets & Desserts,80,1,20,0,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,vegan|vegetarian|no-meat
S063,Binignit,Visayan ginataan,snack,Sweets & Desserts,280,4,52,7,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,vegan|vegetarian|no-meat
S064,Crinkles,Chocolate crinkle cookies,snack,Sweets & Desserts,120,2,18,5,1 serving,Philippine Food Database,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,yes,egg|vegetarian|no-meat
S065,Pianono,Custard roll cake,snack,Sweets & Desserts,240,5,32,10,1 serving,Philippine Food Database,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,egg|vegetarian|no-meat
S066,Mocha Roll,Coffee roll cake,snack,Sweets & Desserts,260,5,36,11,1 serving,Philippine Food Database,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,egg|vegetarian|no-meat
S067,Mango Float,Mango icebox cake,snack,Sweets & Desserts,320,4,42,15,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,vegetarian|no-meat
S068,Bibingkang Malagkit,Sticky rice cake,snack,Sweets & Desserts,280,5,52,6,1 serving,Philippine Food Database,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,yes,no,egg|vegetarian|no-meat
S069,Kalamay,Sticky sweet delicacy,snack,Sweets & Desserts,220,3,48,3,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,vegan|vegetarian|no-meat
S070,Mango Shake,Fresh mango smoothie,snack,Beverages,240,4,48,4,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,vegetarian|no-meat
S071,Tsokolate Eh,Thick hot chocolate,snack,Beverages,200,5,32,7,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,vegetarian|no-meat
S072,Salabat,Ginger tea,snack,Beverages,40,0,10,0,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
M183,Pork Bistek,Pork steak Filipino style,main,Meat & Poultry,380,28,12,24,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,pork
M184,Beef Caldereta,Beef in tomato and liver sauce,main,Meat & Poultry,420,32,18,26,1 serving,Philippine Food Database,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,beef
M185,Chicken Pochero,Chicken with saba banana stew,main,Meat & Poultry,360,30,22,16,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,chicken
M186,Pork Estofado,Pork with saba banana in sweet sauce,main,Meat & Poultry,400,26,28,20,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,pork
M187,Beef Mechado,Beef in tomato sauce with potatoes,main,Meat & Poultry,380,30,20,20,1 serving,Philippine Food Database,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,beef
M188,Chicken Inasal,Grilled chicken Bacolod style,main,Meat & Poultry,320,36,4,18,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,chicken
M189,Crispy Pata,Deep fried pork leg,main,Meat & Poultry,580,40,8,44,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,pork
M190,Lechon Kawali,Pan fried crispy pork belly,main,Meat & Poultry,520,32,4,42,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,pork
M191,Chicken Pastel,Chicken pot pie Filipino style,main,Meat & Poultry,440,28,32,22,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,chicken|dairy
M192,Beef Kare-Kare,Beef oxtail in peanut sauce,main,Meat & Poultry,460,34,18,28,1 serving,Philippine Food Database,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,beef|nuts
M193,Pork Humba,Braised pork belly Visayan style,main,Meat & Poultry,460,28,22,30,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,pork|soy
M194,Chicken Relleno,Stuffed whole chicken,main,Meat & Poultry,480,36,20,28,1 serving,Philippine Food Database,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,chicken|egg
M195,Beef Pares,Beef brisket in sweet broth,main,Meat & Poultry,380,28,28,16,1 serving,Philippine Food Database,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,beef|soy
M196,Pork Tocino,Sweet cured pork,main,Meat & Poultry,340,24,18,20,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,pork
M197,Chicken Barbecue,Grilled chicken on skewer,main,Meat & Poultry,280,32,8,14,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,chicken|soy
M198,Beef Tapa,Cured beef strips,main,Meat & Poultry,320,30,6,20,1 serving,Philippine Food Database,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,beef|soy
M199,Pork Sisig with Egg,Sizzling chopped pork with egg,main,Meat & Poultry,480,30,8,38,1 serving,Philippine Food Database,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,pork|egg
M200,Chicken Binakol,Chicken cooked in coconut water,main,Meat & Poultry,320,34,10,16,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,chicken
M201,Laing,Taro leaves in coconut milk,main,Vegetables,360,8,18,30,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,vegan|vegetarian|no-meat
M202,Pinakbet with Pork,Mixed vegetables with pork and shrimp paste,main,Vegetables,260,16,18,14,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,pork
M203,Ginisang Monggo with Spinach,Mung bean soup with spinach,main,Vegetables,240,16,32,6,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,vegan|vegetarian|no-meat
M204,Tortang Talong,Eggplant omelette,main,Vegetables,220,14,10,14,1 serving,Philippine Food Database,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,egg|vegetarian
M205,Ginataang Kalabasa,Squash in coconut milk,main,Vegetables,280,8,30,16,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,vegan|vegetarian|no-meat
M206,Paksiw na Bangus,Milkfish in vinegar,main,Fish & Seafood,280,28,8,14,1 serving,Philippine Food Database,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,seafood|pescatarian
M207,Escabeche,Sweet and sour fish,main,Fish & Seafood,300,26,20,12,1 serving,Philippine Food Database,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,seafood|pescatarian
M208,Inihaw na Pusit,Grilled squid,main,Fish & Seafood,220,30,6,8,1 serving,Philippine Food Database,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,seafood|pescatarian
M209,Ginataang Hipon,Shrimp in coconut milk,main,Fish & Seafood,320,24,10,20,1 serving,Philippine Food Database,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,seafood|pescatarian
M210,Sinigang na Salmon,Salmon in tamarind broth,main,Fish & Seafood,300,30,12,14,1 serving,Philippine Food Database,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,seafood|pescatarian
M211,Pla-Pla sa Gata,Tilapia in coconut milk,main,Fish & Seafood,320,28,8,18,1 serving,Philippine Food Database,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,seafood|pescatarian
M212,Baked Tahong,Baked mussels with cheese,main,Fish & Seafood,260,22,12,14,1 serving,Philippine Food Database,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,seafood|pescatarian
M213,Kinilaw na Tanigue,Spanish mackerel ceviche,main,Fish & Seafood,240,28,6,12,1 serving,Philippine Food Database,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,seafood|pescatarian
M214,Ginisang Alimango,Sauteed mud crab,main,Fish & Seafood,280,28,8,16,1 serving,Philippine Food Database,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,seafood|pescatarian
M215,Adobong Pusit,Squid adobo,main,Fish & Seafood,260,24,8,14,1 serving,Philippine Food Database,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,seafood|pescatarian
M216,Chicken Sopas,Chicken macaroni soup,main,Mixed Dishes & Prepared Foods,360,24,38,10,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,chicken|dairy|gluten
M217,Beef Nilaga,Beef and vegetable boiled soup,main,Mixed Dishes & Prepared Foods,340,28,20,14,1 serving,Philippine Food Database,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,beef
M218,Pork Nilaga,Pork and vegetable boiled soup,main,Mixed Dishes & Prepared Foods,320,24,20,14,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,pork
M219,Mami,Filipino noodle soup with pork,main,Mixed Dishes & Prepared Foods,380,22,48,10,1 serving,Philippine Food Database,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,pork|egg|gluten|soy
M220,Lomi,Thick egg noodle soup,main,Mixed Dishes & Prepared Foods,420,24,52,12,1 serving,Philippine Food Database,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,pork|egg|gluten|soy
M221,Batchoy,Pork noodle soup Ilonggo style,main,Mixed Dishes & Prepared Foods,400,26,44,14,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,pork|gluten|soy
M222,Pancit Malabon,Thick rice noodles with seafood,main,Mixed Dishes & Prepared Foods,460,24,62,12,1 serving,Philippine Food Database,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,seafood|egg|soy|pescatarian
M223,Pancit Palabok,Rice noodles with shrimp sauce,main,Mixed Dishes & Prepared Foods,440,22,60,10,1 serving,Philippine Food Database,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,seafood|egg|soy|pescatarian
M224,Sotanghon Guisado,Sauteed glass noodles,main,Mixed Dishes & Prepared Foods,360,18,52,8,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,chicken|soy
M225,Chicken Arroz Caldo,Chicken rice porridge,main,Mixed Dishes & Prepared Foods,320,22,40,6,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,chicken|gluten|soy
M226,Beef Arroz Caldo,Beef rice porridge,main,Mixed Dishes & Prepared Foods,340,24,40,8,1 serving,Philippine Food Database,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,beef|gluten|soy
M227,Goto,Beef tripe porridge,main,Mixed Dishes & Prepared Foods,300,20,38,8,1 serving,Philippine Food Database,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,beef|gluten|soy
M228,Dinuguan,Pork blood stew,main,Mixed Dishes & Prepared Foods,360,24,12,26,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,pork
M229,Kare-Kare Baboy,Pork in peanut sauce,main,Mixed Dishes & Prepared Foods,440,28,18,28,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,pork|nuts
M230,Chicken Afritada,Chicken in tomato sauce with veggies,main,Mixed Dishes & Prepared Foods,360,30,20,18,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,chicken
M231,Beef Asado,Chinese-style braised beef,main,Mixed Dishes & Prepared Foods,380,30,16,22,1 serving,Philippine Food Database,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,beef|soy
M232,Chicken Menudo,Chicken and liver stew,main,Mixed Dishes & Prepared Foods,340,28,20,16,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,chicken
M233,Pork Hamonado,Pork in pineapple sauce,main,Mixed Dishes & Prepared Foods,380,26,24,20,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,pork|soy
M234,Tortang Giniling,Ground meat omelette,main,Mixed Dishes & Prepared Foods,360,26,12,24,1 serving,Philippine Food Database,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,pork|egg
M235,Pork BBQ,Filipino pork barbecue skewer,main,Meat & Poultry,300,24,14,18,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,pork|soy
M236,Grilled Chicken Thigh,Marinated grilled chicken thigh,main,Meat & Poultry,280,32,4,16,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,chicken|soy
M237,Beef Steak Filipino,Bistek Tagalog with onion rings,main,Meat & Poultry,360,30,10,22,1 serving,Philippine Food Database,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,beef|soy
M238,Pork Spare Ribs Adobo,Pork ribs in adobo sauce,main,Meat & Poultry,480,30,6,38,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,pork|soy
M239,Chicken Liver Adobo,Chicken liver sauteed in adobo,main,Meat & Poultry,260,26,8,14,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,chicken|soy
M240,Ginisang Ampalaya with Egg,Sauteed bitter gourd with egg,main,Vegetables,180,10,12,10,1 serving,Philippine Food Database,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,egg|vegetarian
M241,Adobong Kangkong,Water spinach in adobo sauce,main,Vegetables,140,4,12,8,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
M242,Ginataang Sitaw at Kalabasa,String beans and squash in coconut milk,main,Vegetables,240,6,28,14,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,vegan|vegetarian|no-meat
M243,Pork Sinigang sa Miso,Pork in miso tamarind broth,main,Mixed Dishes & Prepared Foods,340,24,16,18,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,pork|soy
M244,Beef Sinigang,Beef in tamarind broth,main,Mixed Dishes & Prepared Foods,360,28,16,18,1 serving,Philippine Food Database,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,beef
M245,Chicken Sinigang,Chicken in tamarind broth,main,Mixed Dishes & Prepared Foods,300,28,14,14,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,chicken
M246,Pinais na Isda,Fish wrapped in banana leaf,main,Fish & Seafood,260,26,6,14,1 serving,Philippine Food Database,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,seafood|pescatarian
M247,Sarciadong Isda,Fish in tomato and egg sauce,main,Fish & Seafood,280,26,12,14,1 serving,Philippine Food Database,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,yes,seafood|egg|pescatarian
M248,Inihaw na Bangus,Grilled stuffed milkfish,main,Fish & Seafood,300,28,8,16,1 serving,Philippine Food Database,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,seafood|pescatarian
M249,Ginataang Alimasag,Blue crab in coconut milk,main,Fish & Seafood,300,24,8,20,1 serving,Philippine Food Database,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,seafood|pescatarian
M250,Sinanglay na Tilapia,Tilapia wrapped in pechay with coconut milk,main,Fish & Seafood,280,26,8,16,1 serving,Philippine Food Database,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,seafood|pescatarian
B031,Sinangag at Itlog,Garlic fried rice with egg,breakfast,Mixed Dishes & Prepared Foods,380,14,54,12,1 serving,Philippine Food Database,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,egg|no-meat
B032,Champorado,Chocolate rice porridge,breakfast,Mixed Dishes & Prepared Foods,320,6,64,6,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,vegetarian|no-meat
B033,Arroz Caldo,Rice congee with ginger,breakfast,Grains & Cereals,280,16,40,6,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,chicken
B034,Tapsilog,Beef tapa with sinangag and itlog,breakfast,Mixed Dishes & Prepared Foods,560,34,52,22,1 serving,Philippine Food Database,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,beef|egg|soy
B035,Longsilog,Longganisa with sinangag and itlog,breakfast,Mixed Dishes & Prepared Foods,580,26,56,28,1 serving,Philippine Food Database,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,pork|egg
B036,Bangsilog,Bangus with sinangag and itlog,breakfast,Mixed Dishes & Prepared Foods,500,34,52,16,1 serving,Philippine Food Database,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,seafood|egg|pescatarian
B037,Spamsilog,Spam with sinangag and itlog,breakfast,Mixed Dishes & Prepared Foods,580,28,54,28,1 serving,Philippine Food Database,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,pork|egg
B038,Hotsilog,Hotdog with sinangag and itlog,breakfast,Mixed Dishes & Prepared Foods,520,22,54,24,1 serving,Philippine Food Database,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,pork|egg
B039,Adosilog,Adobo with sinangag and itlog,breakfast,Mixed Dishes & Prepared Foods,540,30,52,22,1 serving,Philippine Food Database,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,pork|chicken|egg|soy
B040,Tocilog,Tocino with sinangag and itlog,breakfast,Mixed Dishes & Prepared Foods,560,28,56,26,1 serving,Philippine Food Database,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,pork|egg
B041,Corned Beef with Eggs,Canned corned beef sauteed with eggs,breakfast,Meat & Poultry,380,28,12,26,1 serving,Philippine Food Database,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,pork|beef|egg
B042,Pork Tocino,Sweet cured pork breakfast,breakfast,Meat & Poultry,320,22,20,18,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,pork
B043,Itlog na Maalat at Kamatis,Salted egg with tomato,breakfast,Eggs,160,10,8,10,1 serving,Philippine Food Database,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,egg|vegetarian
B044,Scrambled Eggs with Tomato,Scrambled eggs Filipino style,breakfast,Eggs,220,14,6,16,1 serving,Philippine Food Database,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,egg|vegetarian
B045,Pandesal with Peanut Butter,Pandesal with peanut butter spread,breakfast,Grains & Cereals,360,14,52,12,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,nuts|gluten|vegetarian
B046,Pan de Coco,Coconut filled bread roll,breakfast,Grains & Cereals,280,6,48,8,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,yes,no,gluten|vegan|vegetarian
B047,Ensaymada,Sweet cheese topped bread,breakfast,Grains & Cereals,340,8,52,12,1 serving,Philippine Food Database,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,egg|dairy|gluten|vegetarian
B048,Monay,Filipino dense bread roll,breakfast,Grains & Cereals,260,8,50,4,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,gluten|vegetarian
B049,Tinapay na Tasty with Kesong Puti,White bread with fresh cheese,breakfast,Grains & Cereals,300,12,44,8,1 serving,Philippine Food Database,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,dairy|gluten|vegetarian
B050,Oatmeal with Banana,Instant oats with saba banana,breakfast,Grains & Cereals,280,8,54,4,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,gluten|vegan|vegetarian
S073,Banana Cue,Deep fried caramelized banana,snack,Sweets & Desserts,220,2,48,4,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,vegan|vegetarian|no-meat
S074,Camote Cue,Deep fried caramelized sweet potato,snack,Sweets & Desserts,200,2,44,4,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S075,Maruya,Banana fritter,snack,Sweets & Desserts,240,3,46,6,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,vegan|vegetarian|no-meat
S076,Turon,Banana spring roll with jackfruit,snack,Sweets & Desserts,260,3,52,6,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,gluten|vegan|vegetarian|no-meat
S077,Biko,Sticky rice cake with coconut,snack,Sweets & Desserts,300,4,60,6,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,vegan|vegetarian|no-meat
S078,Puto,Steamed rice cake,snack,Sweets & Desserts,160,4,32,2,1 piece,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,vegetarian|no-meat
S079,Kutsinta,Brown sticky rice cake,snack,Sweets & Desserts,140,2,30,2,1 piece,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,vegan|vegetarian|no-meat
S080,Palitaw,Flat rice cake with sesame,snack,Sweets & Desserts,180,3,36,3,1 piece,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,vegan|vegetarian|no-meat
S081,Espasol,Rice flour candy from Laguna,snack,Sweets & Desserts,200,3,42,3,1 piece,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,vegan|vegetarian|no-meat
S082,Hopia Mongo,Bean paste pastry,snack,Sweets & Desserts,220,5,38,6,1 piece,Philippine Food Database,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,yes,no,gluten|vegan|vegetarian|no-meat
S083,Sapin-Sapin,Layered rice cake,snack,Sweets & Desserts,260,3,54,4,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,vegan|vegetarian|no-meat
S084,Binignit,Visayan sweet soup with root crops,snack,Sweets & Desserts,280,4,58,6,1 bowl,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,vegan|vegetarian|no-meat
S085,Mais con Hielo,Sweet corn with shaved ice,snack,Sweets & Desserts,200,4,44,2,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,vegetarian|no-meat
S086,Halo-Halo,Mixed shaved ice dessert,snack,Sweets & Desserts,320,6,64,6,1 serving,Philippine Food Database,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,dairy|vegetarian|no-meat
S087,Leche Flan,Caramel custard,snack,Sweets & Desserts,280,8,40,10,1 serving,Philippine Food Database,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,egg|dairy|vegetarian|no-meat
S088,Brazo de Mercedes,Meringue roll with custard,snack,Sweets & Desserts,300,8,48,10,1 slice,Philippine Food Database,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,egg|dairy|vegetarian|no-meat
S089,Yema,Sweet egg yolk candy,snack,Sweets & Desserts,120,3,22,3,3 pieces,Philippine Food Database,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,egg|dairy|vegetarian|no-meat
S090,Pastillas de Leche,Milk candy,snack,Sweets & Desserts,100,3,18,2,3 pieces,Philippine Food Database,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,dairy|vegetarian|no-meat
S091,Taho,Soft tofu with syrup and pearls,snack,Mixed Dishes & Prepared Foods,200,8,36,3,1 cup,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,soy|vegan|vegetarian|no-meat
S092,Fishball with Sauce,Deep fried fishball with sauce,snack,Fish & Seafood,180,10,24,6,8 pieces,Philippine Food Database,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,seafood|pescatarian
S093,Kwek-Kwek,Quail egg tempura,snack,Mixed Dishes & Prepared Foods,220,10,24,10,5 pieces,Philippine Food Database,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,egg|gluten
S094,Tokneneng,Duck egg tempura,snack,Mixed Dishes & Prepared Foods,280,12,28,14,2 pieces,Philippine Food Database,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,egg|gluten
S095,Isaw Manok,Grilled chicken intestine,snack,Meat & Poultry,160,14,8,8,4 sticks,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,chicken|soy
S096,Isaw Baboy,Grilled pork intestine,snack,Meat & Poultry,200,16,8,12,4 sticks,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,pork|soy
